#colidx	rfcolidx	tag	numval	code	skipped?
114	-	RELENT	1.786783	8	-
115	-	RELENT	1.054513	7	-
116	-	RELENT	1.461335	8	-
117	-	RELENT	1.288803	7	-
118	-	RELENT	1.388103	8	-
119	-	RELENT	1.882950	8	-
120	-	RELENT	0.599505	5	-
121	-	RELENT	0.725257	5	-
122	-	RELENT	0.950547	6	-
123	-	RELENT	0.043445	0	-
124	-	RELENT	0.019083	0	-
125	-	RELENT	0.028387	0	-
126	-	RELENT	0.020666	0	-
127	-	RELENT	0.007225	0	-
128	-	RELENT	0.003304	0	-
129	-	RELENT	0.011749	0	-
130	-	RELENT	0.000676	0	-
131	-	RELENT	0.000336	0	-
132	-	RELENT	0.008395	0	-
133	-	RELENT	0.007043	0	-
134	-	RELENT	0.005162	0	-
135	-	RELENT	0.014062	0	-
136	-	RELENT	0.006062	0	-
137	-	RELENT	0.008347	0	-
138	-	RELENT	0.006098	0	-
139	-	RELENT	0.025910	0	-
140	-	RELENT	1.808138	8	-
141	-	RELENT	1.227849	7	-
142	-	RELENT	1.158989	7	-
143	-	RELENT	1.508185	8	-
144	-	RELENT	1.452314	8	-
145	-	RELENT	1.436115	8	-
146	-	RELENT	1.843606	8	-
147	-	RELENT	1.059746	7	-
148	-	RELENT	1.557069	8	-
149	-	RELENT	1.610108	8	-
150	-	RELENT	0.786815	5	-
151	-	RELENT	0.080526	1	-
152	-	RELENT	0.763307	5	-
153	-	RELENT	1.626172	8	-
154	-	RELENT	0.858290	6	-
155	-	RELENT	1.180559	7	-
156	-	RELENT	1.049126	6	-
157	-	RELENT	0.816045	6	-
158	-	RELENT	0.377411	3	-
159	-	RELENT	0.708397	5	-
160	-	RELENT	1.274056	7	-
161	-	RELENT	1.385806	7	-
162	-	RELENT	1.532647	8	-
163	-	RELENT	0.889904	6	-
1	-	MIS	-	G	-
2	-	MIS	-	G	-
3	-	MIS	-	G	-
4	-	MIS	-	Y	-
5	-	MIS	-	Y	-
6	-	MIS	-	R	-
7	-	MIS	-	G	-
8	-	MIS	-	C	-
9	-	MIS	-	W	-
10	-	MIS	-	U	-
11	-	MIS	-	U	-
12	-	MIS	-	U	-
13	-	MIS	-	A	-
14	-	MIS	-	G	-
15	-	MIS	-	C	-
16	-	MIS	-	U	-
17	-	MIS	-	C	-
18	-	MIS	-	A	-
19	-	MIS	-	A	-
20	-	MIS	-	G	-
21	-	MIS	-	Y	-
22	-	MIS	-	G	-
23	-	MIS	-	G	-
24	-	MIS	-	U	-
25	-	MIS	-	U	-
26	-	MIS	-	A	-
27	-	MIS	-	C	-
28	-	MIS	-	U	-
29	-	MIS	-	U	-
30	-	MIS	-	C	-
31	-	MIS	-	G	-
32	-	MIS	-	A	-
33	-	MIS	-	M	-
34	-	MIS	-	W	-
35	-	MIS	-	A	-
36	-	MIS	-	W	-
37	-	MIS	-	H	-
38	-	MIS	-	A	-
39	-	MIS	-	W	-
40	-	MIS	-	R	-
41	-	MIS	-	A	-
42	-	MIS	-	W	-
43	-	MIS	-	W	-
44	-	MIS	-	U	-
45	-	MIS	-	H	-
46	-	MIS	-	W	-
47	-	MIS	-	W	-
48	-	MIS	-	H	-
49	-	MIS	-	W	-
50	-	MIS	-	M	-
51	-	MIS	-	H	-
52	-	MIS	-	M	-
53	-	MIS	-	W	-
54	-	MIS	-	M	-
55	-	MIS	-	M	-
56	-	MIS	-	M	-
57	-	MIS	-	M	-
58	-	MIS	-	H	-
59	-	MIS	-	K	-
60	-	MIS	-	Y	-
61	-	MIS	-	W	-
62	-	MIS	-	S	-
63	-	MIS	-	U	-
64	-	MIS	-	K	-
65	-	MIS	-	K	-
66	-	MIS	-	R	-
67	-	MIS	-	R	-
68	-	MIS	-	R	-
69	-	MIS	-	Y	-
70	-	MIS	-	K	-
71	-	MIS	-	B	-
72	-	MIS	-	S	-
73	-	MIS	-	D	-
74	-	MIS	-	R	-
75	-	MIS	-	S	-
76	-	MIS	-	M	-
77	-	MIS	-	W	-
78	-	MIS	-	V	-
79	-	MIS	-	M	-
80	-	MIS	-	M	-
81	-	MIS	-	M	-
82	-	MIS	-	A	-
83	-	MIS	-	M	-
84	-	MIS	-	C	-
85	-	MIS	-	M	-
86	-	MIS	-	A	-
87	-	MIS	-	R	-
88	-	MIS	-	C	-
89	-	MIS	-	C	-
90	-	MIS	-	R	-
91	-	MIS	-	Y	-
92	-	MIS	-	Y	-
93	-	MIS	-	Y	-
94	-	MIS	-	R	-
95	-	MIS	-	C	-
96	-	MIS	-	C	-
97	-	MIS	-	Y	-
98	-	MIS	-	M	-
99	-	MIS	-	W	-
100	-	MIS	-	C	-
101	-	MIS	-	Y	-
102	-	MIS	-	M	-
103	-	MIS	-	R	-
104	-	MIS	-	W	-
105	-	MIS	-	K	-
106	-	MIS	-	V	-
107	-	MIS	-	R	-
108	-	MIS	-	W	-
109	-	MIS	-	K	-
110	-	MIS	-	G	-
111	-	MIS	-	G	-
112	-	MIS	-	K	-
113	-	MIS	-	G	-
114	-	MIS	-	G	-
115	-	MIS	-	U	-
116	-	MIS	-	U	-
117	-	MIS	-	C	-
118	-	MIS	-	G	-
119	-	MIS	-	A	-
120	-	MIS	-	R	-
121	-	MIS	-	A	-
122	-	MIS	-	C	-
123	-	MIS	-	C	-
124	-	MIS	-	S	-
125	-	MIS	-	A	-
126	-	MIS	-	C	-
127	-	MIS	-	Y	-
128	-	MIS	-	R	-
129	-	MIS	-	C	-
130	-	MIS	-	A	-
131	-	MIS	-	C	-
132	-	MIS	-	G	-
133	-	MIS	-	U	-
134	-	MIS	-	Y	-
135	-	MIS	-	U	-
136	-	MIS	-	M	-
137	-	MIS	-	U	-
138	-	MIS	-	W	-
139	-	MIS	-	W	-
140	-	MIS	-	C	-
141	-	MIS	-	C	-
142	-	MIS	-	R	-
143	-	MIS	-	C	-
144	-	MIS	-	G	-
145	-	MIS	-	G	-
146	-	MIS	-	G	-
147	-	MIS	-	C	-
148	-	MIS	-	G	-
149	-	MIS	-	C	-
150	-	MIS	-	U	-
151	-	MIS	-	S	-
152	-	MIS	-	U	-
153	-	MIS	-	C	-
154	-	MIS	-	Y	-
155	-	MIS	-	R	-
156	-	MIS	-	R	-
157	-	MIS	-	Y	-
158	-	MIS	-	C	-
159	-	MIS	-	Y	-
160	-	MIS	-	U	-
161	-	MIS	-	U	-
162	-	MIS	-	U	-
163	-	MIS	-	U	-
