#colidx	rfcolidx	tag	numval	code	skipped?
114	67	RELENT	1.786783	8	-
115	68	RELENT	1.054513	7	-
116	69	RELENT	1.461335	8	-
117	70	RELENT	1.288803	7	-
118	71	RELENT	1.388103	8	-
119	72	RELENT	1.882950	8	-
120	73	RELENT	0.599505	5	-
121	74	RELENT	0.725257	5	-
122	75	RELENT	0.950547	6	-
123	-	RELENT	0.043445	.	-
124	-	RELENT	0.019083	.	-
125	-	RELENT	0.028387	.	-
126	-	RELENT	0.020666	.	-
127	-	RELENT	0.007225	.	-
128	-	RELENT	0.003304	.	-
129	-	RELENT	0.011749	.	-
130	-	RELENT	0.000676	.	-
131	-	RELENT	0.000336	.	-
132	-	RELENT	0.008395	.	-
133	-	RELENT	0.007043	.	-
134	-	RELENT	0.005162	.	-
135	-	RELENT	0.014062	.	-
136	-	RELENT	0.006062	.	-
137	-	RELENT	0.008347	.	-
138	-	RELENT	0.006098	.	-
139	-	RELENT	0.025910	.	-
140	76	RELENT	1.808138	8	-
141	77	RELENT	1.227849	7	-
142	78	RELENT	1.158989	7	-
143	79	RELENT	1.508185	8	-
144	80	RELENT	1.452314	8	-
145	81	RELENT	1.436115	8	-
146	82	RELENT	1.843606	8	-
147	83	RELENT	1.059746	7	-
148	84	RELENT	1.557069	8	-
149	85	RELENT	1.610108	8	-
150	86	RELENT	0.786815	5	-
151	87	RELENT	0.080526	1	-
152	88	RELENT	0.763307	5	-
153	89	RELENT	1.626172	8	-
154	90	RELENT	0.858290	6	-
155	91	RELENT	1.180559	7	-
156	92	RELENT	1.049126	6	-
157	93	RELENT	0.816045	6	-
158	94	RELENT	0.377411	3	-
159	95	RELENT	0.708397	5	-
160	96	RELENT	1.274056	7	-
161	97	RELENT	1.385806	7	-
162	98	RELENT	1.532647	8	-
163	99	RELENT	0.889904	6	-
1	1	MIS	-	G	-
2	2	MIS	-	G	-
3	3	MIS	-	G	-
4	4	MIS	-	Y	-
5	5	MIS	-	Y	-
6	6	MIS	-	R	-
7	7	MIS	-	G	-
8	8	MIS	-	C	-
9	-	MIS	-	.	-
10	9	MIS	-	U	-
11	10	MIS	-	U	-
12	11	MIS	-	U	-
13	12	MIS	-	A	-
14	13	MIS	-	G	-
15	14	MIS	-	C	-
16	15	MIS	-	U	-
17	16	MIS	-	C	-
18	-	MIS	-	.	-
19	17	MIS	-	A	-
20	18	MIS	-	G	-
21	19	MIS	-	Y	-
22	20	MIS	-	G	-
23	21	MIS	-	G	-
24	22	MIS	-	U	-
25	23	MIS	-	U	-
26	24	MIS	-	A	-
27	25	MIS	-	C	-
28	26	MIS	-	U	-
29	27	MIS	-	U	-
30	28	MIS	-	C	-
31	29	MIS	-	G	-
32	30	MIS	-	A	-
33	31	MIS	-	M	-
34	32	MIS	-	W	-
35	33	MIS	-	A	-
36	34	MIS	-	W	-
37	35	MIS	-	H	-
38	36	MIS	-	A	-
39	37	MIS	-	W	-
40	38	MIS	-	R	-
41	39	MIS	-	A	-
42	40	MIS	-	W	-
43	41	MIS	-	W	-
44	42	MIS	-	U	-
45	43	MIS	-	H	-
46	44	MIS	-	W	-
47	45	MIS	-	W	-
48	46	MIS	-	H	-
49	47	MIS	-	W	-
50	48	MIS	-	M	-
51	49	MIS	-	H	-
52	50	MIS	-	M	-
53	51	MIS	-	W	-
54	52	MIS	-	M	-
55	53	MIS	-	M	-
56	54	MIS	-	M	-
57	55	MIS	-	M	-
58	56	MIS	-	H	-
59	57	MIS	-	K	-
60	58	MIS	-	Y	-
61	59	MIS	-	W	-
62	60	MIS	-	S	-
63	61	MIS	-	U	-
64	-	MIS	-	.	-
65	-	MIS	-	.	-
66	-	MIS	-	.	-
67	-	MIS	-	.	-
68	-	MIS	-	.	-
69	-	MIS	-	.	-
70	-	MIS	-	.	-
71	-	MIS	-	.	-
72	-	MIS	-	.	-
73	-	MIS	-	.	-
74	-	MIS	-	.	-
75	-	MIS	-	.	-
76	-	MIS	-	.	-
77	-	MIS	-	.	-
78	-	MIS	-	.	-
79	-	MIS	-	.	-
80	-	MIS	-	.	-
81	-	MIS	-	.	-
82	-	MIS	-	.	-
83	-	MIS	-	.	-
84	-	MIS	-	.	-
85	-	MIS	-	.	-
86	-	MIS	-	.	-
87	-	MIS	-	.	-
88	-	MIS	-	.	-
89	-	MIS	-	.	-
90	-	MIS	-	.	-
91	-	MIS	-	.	-
92	-	MIS	-	.	-
93	-	MIS	-	.	-
94	-	MIS	-	.	-
95	-	MIS	-	.	-
96	-	MIS	-	.	-
97	-	MIS	-	.	-
98	-	MIS	-	.	-
99	-	MIS	-	.	-
100	-	MIS	-	.	-
101	-	MIS	-	.	-
102	-	MIS	-	.	-
103	-	MIS	-	.	-
104	-	MIS	-	.	-
105	-	MIS	-	.	-
106	-	MIS	-	.	-
107	-	MIS	-	.	-
108	-	MIS	-	.	-
109	62	MIS	-	K	-
110	63	MIS	-	G	-
111	64	MIS	-	G	-
112	65	MIS	-	K	-
113	66	MIS	-	G	-
114	67	MIS	-	G	-
115	68	MIS	-	U	-
116	69	MIS	-	U	-
117	70	MIS	-	C	-
118	71	MIS	-	G	-
119	72	MIS	-	A	-
120	73	MIS	-	R	-
121	74	MIS	-	A	-
122	75	MIS	-	C	-
123	-	MIS	-	.	-
124	-	MIS	-	.	-
125	-	MIS	-	.	-
126	-	MIS	-	.	-
127	-	MIS	-	.	-
128	-	MIS	-	.	-
129	-	MIS	-	.	-
130	-	MIS	-	.	-
131	-	MIS	-	.	-
132	-	MIS	-	.	-
133	-	MIS	-	.	-
134	-	MIS	-	.	-
135	-	MIS	-	.	-
136	-	MIS	-	.	-
137	-	MIS	-	.	-
138	-	MIS	-	.	-
139	-	MIS	-	.	-
140	76	MIS	-	C	-
141	77	MIS	-	C	-
142	78	MIS	-	R	-
143	79	MIS	-	C	-
144	80	MIS	-	G	-
145	81	MIS	-	G	-
146	82	MIS	-	G	-
147	83	MIS	-	C	-
148	84	MIS	-	G	-
149	85	MIS	-	C	-
150	86	MIS	-	U	-
151	87	MIS	-	S	-
152	88	MIS	-	U	-
153	89	MIS	-	C	-
154	90	MIS	-	Y	-
155	91	MIS	-	R	-
156	92	MIS	-	R	-
157	93	MIS	-	Y	-
158	94	MIS	-	C	-
159	95	MIS	-	Y	-
160	96	MIS	-	U	-
161	97	MIS	-	U	-
162	98	MIS	-	U	-
163	99	MIS	-	U	-
